var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,370840.75694021,372321.24859011,1,687.14562978731,688.49092267368,1,0,0.05,8,0,0,16
0.75,1.5,1,372321.24859011,373801.74024002,0,688.49092267368,689.83621556005,0,0.05,0.1,0,0,0,0
1.5,2.25,1,373801.74024002,375282.23188992,0,689.83621556005,691.18150844642,0,0.1,0.15,0,0,0,0
2.25,3,1,375282.23188992,376762.72353982,0,691.18150844642,692.52680133278,0,0.15,0.2,0,0,0,0
3,3.75,0,376762.72353982,378243.21518973,1,692.52680133278,693.87209421915,1,0.2,0.25,0,0,0,0
3.75,4.5,1,378243.21518973,379723.70683963,2,693.87209421915,695.21738710552,2,0.25,0.3,0,0,0,0
4.5,5.25,1,379723.70683963,381204.19848953,0,695.21738710552,696.56267999189,0,0.3,0.35,0,0,0,0
5.25,6,1,381204.19848953,382684.69013944,2,696.56267999189,697.90797287826,2,0.35,0.4,0,0,0,0
6,6.75,0,382684.69013944,384165.18178934,1,697.90797287826,699.25326576463,1,0.4,0.45,0,0,0,0
6.75,7.5,1,384165.18178934,385645.67343924,1,699.25326576463,700.598558651,1,0.45,0.5,0,0,0,0
7.5,8.25,1,385645.67343924,387126.16508914,4,700.598558651,701.94385153737,3,0.5,0.55,0,0,0,0
8.25,9,1,387126.16508914,388606.65673905,0,701.94385153737,703.28914442373,1,0.55,0.6,0,0,0,0
9,9.75,0,388606.65673905,390087.14838895,0,703.28914442373,704.6344373101,0,0.6,0.65,0,0,0,0
9.75,10.5,1,390087.14838895,391567.64003885,1,704.6344373101,705.97973019647,1,0.65,0.7,0,0,0,0
10.5,11.25,1,391567.64003885,393048.13168876,0,705.97973019647,707.32502308284,0,0.7,0.75,0,0,0,0
11.25,12,1,393048.13168876,394528.62333866,2,707.32502308284,708.67031596921,2,0.75,0.8,0,0,0,0
12,12.75,0,394528.62333866,396009.11498856,0,708.67031596921,710.01560885558,0,0.8,0.85,0,0,0,0
12.75,13.5,1,396009.11498856,397489.60663847,0,710.01560885558,711.36090174195,0,0.85,0.9,0,0,0,0
13.5,14.25,1,397489.60663847,398970.09828837,0,711.36090174195,712.70619462831,0,0.9,0.95,0,0,0,0
14.25,15,1,398970.09828837,400450.58993827,1,712.70619462831,714.05148751468,1,0.95,1,8,0,0,0
