var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394103.07533843,708.36969177304,1,0
1,385899.38539876,700.95817120474,1,0
2,387005.17906182,701.96174966932,1,0
3,382546.76050163,697.90662927142,1,0
4,389902.43071045,704.58441181232,0,0
5,386193.13548943,701.22490829292,0,0
6,387622.01094144,702.52094114012,0,0
7,379186.29131706,694.83449894658,1,0
8,410565.07666611,723.01292609366,1,0
9,381624.76318,697.06509002457,0,0
10,372499.34313221,688.6805457277,0,0
11,374874.40444098,690.87257583674,0,0
12,385189.11849941,700.31280002234,0,0
13,400995.61988326,714.53724920465,0,0
14,378759.67158201,694.44351232416,0,0
15,366739.01124527,683.33491913889,1,0
