var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393981.9596453,708.26083537963,1,0
1,386128.14847626,701.1659061701,1,0
2,387018.61818518,701.97393770861,1,0
3,382338.03597651,697.7162079683,1,0
4,390193.24188928,704.84712219164,0,0
5,385762.99238103,700.8342862581,0,0
6,387028.65044386,701.98303589945,0,0
7,379379.24261615,695.01126188757,1,0
8,405103.36078412,718.18773218111,1,0
9,382226.5729519,697.61449793633,0,0
10,374238.26061254,690.28613818096,0,0
11,378059.81824454,693.80163653911,1,0
12,385795.96268913,700.86423499489,0,0
13,397427.71763426,711.35131001902,0,0
14,380262.99009738,695.82029029859,0,0
15,368767.46913365,685.22209867522,1,0
