var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392177.6640768,706.63718446204,1,0
1,387015.059359,701.97071020371,1,0
2,387278.84255956,702.20989539175,1,0
3,382314.25340976,697.69450761576,1,0
4,389742.72748722,704.44009887972,0,0
5,384980.50311152,700.12313239431,0,0
6,385300.84125226,700.41435429473,0,0
7,380249.07754225,695.80756130978,1,0
8,392016.93205663,706.49236379472,1,0
9,384672.26669952,699.84279786588,0,0
10,383036.57522075,698.35328785005,0,0
11,381803.20759398,697.22804175921,1,0
12,387370.18312597,702.29269938344,0,0
13,385275.56847488,700.39138301562,0,0
14,383895.52883871,699.13587260594,0,0
15,376948.39938112,692.78106817137,1,0
