var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,373012.85134844,374201.51244544,1,689.15507183162,690.23616034664,1,0,0.05,8,0,0,16
0.75,1.5,1,374201.51244544,375390.17354245,0,690.23616034664,691.31724886166,0,0.05,0.1,0,0,0,0
1.5,2.25,1,375390.17354245,376578.83463945,0,691.31724886166,692.39833737668,0,0.1,0.15,0,0,0,0
2.25,3,1,376578.83463945,377767.49573646,0,692.39833737668,693.4794258917,0,0.15,0.2,0,0,0,0
3,3.75,0,377767.49573646,378956.15683346,0,693.4794258917,694.56051440672,0,0.2,0.25,0,0,0,0
3.75,4.5,1,378956.15683346,380144.81793046,2,694.56051440672,695.64160292174,2,0.25,0.3,0,0,0,0
4.5,5.25,1,380144.81793046,381333.47902747,1,695.64160292174,696.72269143675,1,0.3,0.35,0,0,0,0
5.25,6,1,381333.47902747,382522.14012447,1,696.72269143675,697.80377995177,1,0.35,0.4,0,0,0,0
6,6.75,0,382522.14012447,383710.80122148,2,697.80377995177,698.88486846679,2,0.4,0.45,0,0,0,0
6.75,7.5,1,383710.80122148,384899.46231848,0,698.88486846679,699.96595698181,0,0.45,0.5,0,0,0,0
7.5,8.25,1,384899.46231848,386088.12341549,1,699.96595698181,701.04704549683,1,0.5,0.55,0,0,0,0
8.25,9,1,386088.12341549,387276.78451249,4,701.04704549683,702.12813401185,4,0.55,0.6,0,0,0,0
9,9.75,0,387276.78451249,388465.44560949,0,702.12813401185,703.20922252687,0,0.6,0.65,0,0,0,0
9.75,10.5,1,388465.44560949,389654.1067065,0,703.20922252687,704.29031104189,0,0.65,0.7,0,0,0,0
10.5,11.25,1,389654.1067065,390842.7678035,2,704.29031104189,705.3713995569,2,0.7,0.75,0,0,0,0
11.25,12,1,390842.7678035,392031.42890051,0,705.3713995569,706.45248807192,0,0.75,0.8,0,0,0,0
12,12.75,0,392031.42890051,393220.08999751,0,706.45248807192,707.53357658694,0,0.8,0.85,0,0,0,0
12.75,13.5,1,393220.08999751,394408.75109452,1,707.53357658694,708.61466510196,1,0.85,0.9,0,0,0,0
13.5,14.25,1,394408.75109452,395597.41219152,0,708.61466510196,709.69575361698,0,0.9,0.95,0,0,0,0
14.25,15,1,395597.41219152,396786.07328853,1,709.69575361698,710.776842132,1,0.95,1,8,0,0,0
