var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392253.14314442,706.70518138622,1,0
1,386971.85151532,701.93152376047,1,0
2,387262.46118858,702.19504397052,1,0
3,382269.18729622,697.65338528479,1,0
4,389798.22132377,704.49024823404,0,0
5,384992.25244982,700.13381594933,0,0
6,385349.88248811,700.45892737755,0,0
7,380201.86197741,695.7643607225,1,0
8,392319.43963544,706.76490059438,1,0
9,384602.80965538,699.77961264206,0,0
10,382769.92262213,698.11016467153,0,0
11,381778.91932973,697.20586445961,1,0
12,387372.61912344,702.29490758199,0,0
13,385558.84132084,700.64881616396,0,0
14,383800.91259244,699.04971155,0,0
15,376720.20105784,692.57133732737,1,0
