var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394017.33361785,708.29263053723,1,0
1,386062.81733633,701.10658660754,1,0
2,387020.48179851,701.97562781647,1,0
3,382390.21957421,697.76382041623,1,0
4,390139.924496,704.7989641368,0,0
5,385890.63097072,700.95022026869,0,0
6,387177.09559847,702.11764607627,0,0
7,379327.52666735,694.96388924853,1,0
8,406250.80630192,719.20413768564,1,0
9,382064.25773592,697.46635874375,0,0
10,373755.90287281,689.84113795558,0,0
11,377503.81671265,693.29127192472,1,0
12,385650.22566286,700.73184439555,0,0
13,398135.1487718,711.98413996751,0,0
14,380037.42958468,695.61388990353,0,0
15,368245.62404295,684.73709605013,1,0
