var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,391671.35745913,706.18089811115,1,0
1,387164.68568742,702.10639374826,1,0
2,387271.57768821,702.20330906697,1,0
3,382729.41056712,698.07321999002,1,0
4,389312.47271036,704.05115972737,0,0
5,384953.45493621,700.09853714117,0,0
6,385068.55109339,700.20318957141,0,0
7,380678.20965206,696.2000792502,1,0
8,390562.131542,705.18022558444,1,0
9,384896.43680838,700.04668699458,0,0
10,384434.0224943,699.6260428124,0,0
11,381992.95950569,697.40127749601,1,0
12,386999.14951903,701.95628136409,0,0
13,384050.88683778,699.27732432309,0,0
14,384118.12756296,699.33853737856,0,0
15,378320.12513868,694.04044831388,1,0
