var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394145.43160834,708.40775680426,1,0
1,385741.63116271,700.81488201023,1,0
2,386994.8083469,701.95234424744,1,0
3,382681.84699084,698.02984222813,1,0
4,389710.99220207,704.41141834133,0,0
5,386301.93140483,701.32367368584,0,0
6,387903.999391,702.77643072712,0,0
7,379042.1914837,694.70245956101,1,0
8,412534.6854307,724.74511041142,1,0
9,381360.92526023,696.82408889053,0,0
10,371642.06006476,687.88761244937,0,0
11,373853.92848828,689.93159494682,0,0
12,384950.82014475,700.09614124528,0,0
13,403225.91833101,716.52158703084,0,0
14,378020.44851453,693.76551064983,0,0
15,365485.40682388,682.16601571156,1,0
