var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,391777.09893117,706.2762172697,1,0
1,387996.17234829,702.85992191882,1,0
2,387996.46648886,702.86018833843,1,0
3,384172.26035587,699.38781364518,1,0
4,389218.85857138,703.96650651133,0,0
5,385584.77048575,700.67237538673,0,0
6,385585.02413156,700.67260584525,0,0
7,381951.20110393,697.3631574758,1,0
8,389346.64122326,704.08205503,1,0
9,385584.80134041,700.67240342079,0,0
10,386680.44606238,701.6671825748,0,0
11,382899.02856336,698.22788887837,1,0
12,386766.58200618,701.74532901354,0,0
13,383190.79450157,698.49386020056,0,0
14,384303.52010014,699.5072830017,0,0
15,380664.47700665,696.18752172155,1,0
