var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,378851.21437648,379481.7291201,1,694.527427619,695.10064100252,1,0,0.05,8,0,0,16
0.75,1.5,1,379481.7291201,380112.24386373,0,695.10064100252,695.67385438604,0,0.05,0.1,0,0,0,0
1.5,2.25,1,380112.24386373,380742.75860735,0,695.67385438604,696.24706776955,0,0.1,0.15,0,0,0,0
2.25,3,1,380742.75860735,381373.27335098,1,696.24706776955,696.82028115307,1,0.15,0.2,0,0,0,0
3,3.75,0,381373.27335098,382003.7880946,0,696.82028115307,697.39349453658,0,0.2,0.25,0,0,0,0
3.75,4.5,1,382003.7880946,382634.30283823,1,697.39349453658,697.9667079201,1,0.25,0.3,0,0,0,0
4.5,5.25,1,382634.30283823,383264.81758185,1,697.9667079201,698.53992130362,1,0.3,0.35,0,0,0,0
5.25,6,1,383264.81758185,383895.33232548,1,698.53992130362,699.11313468713,1,0.35,0.4,0,0,0,0
6,6.75,0,383895.33232548,384525.8470691,1,699.11313468713,699.68634807065,1,0.4,0.45,0,0,0,0
6.75,7.5,1,384525.8470691,385156.36181272,4,699.68634807065,700.25956145417,4,0.45,0.5,0,0,0,0
7.5,8.25,1,385156.36181272,385786.87655635,0,700.25956145417,700.83277483768,0,0.5,0.55,0,0,0,0
8.25,9,1,385786.87655635,386417.39129997,0,700.83277483768,701.4059882212,0,0.55,0.6,0,0,0,0
9,9.75,0,386417.39129997,387047.9060436,1,701.4059882212,701.97920160472,1,0.6,0.65,0,0,0,0
9.75,10.5,1,387047.9060436,387678.42078722,2,701.97920160472,702.55241498823,2,0.65,0.7,0,0,0,0
10.5,11.25,1,387678.42078722,388308.93553085,0,702.55241498823,703.12562837175,0,0.7,0.75,0,0,0,0
11.25,12,1,388308.93553085,388939.45027447,0,703.12562837175,703.69884175526,0,0.75,0.8,0,0,0,0
12,12.75,0,388939.45027447,389569.9650181,1,703.69884175526,704.27205513878,1,0.8,0.85,0,0,0,0
12.75,13.5,1,389569.9650181,390200.47976172,1,704.27205513878,704.8452685223,1,0.85,0.9,0,0,0,0
13.5,14.25,1,390200.47976172,390830.99450535,0,704.8452685223,705.41848190581,0,0.9,0.95,0,0,0,0
14.25,15,1,390830.99450535,391461.50924897,1,705.41848190581,705.99169528933,1,0.95,1,8,0,0,0
