var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392631.09417841,707.04556826317,1,0
1,386818.30539883,701.79225064205,1,0
2,387230.44905594,702.16602072699,1,0
3,382099.80069313,697.4988001982,1,0
4,389960.98753067,704.63731821982,0,0
5,385030.15283243,700.1682772746,0,0
6,385613.84613102,700.69879255742,0,0
7,379998.94432773,695.57866763989,1,0
8,393920.02538877,708.20516362709,1,0
9,384280.59218616,699.48641605514,0,0
10,381602.2183031,697.04449980053,0,0
11,381494.96715678,696.94653905551,1,0
12,387336.96446558,702.26258642708,0,0
13,386993.03362588,701.95073470258,0,0
14,383410.75140544,698.69430408873,0,0
15,375562.31951286,691.50617981059,1,0
