var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,393545.95766341,707.86882680884,1,0
1,389780.60626405,704.47433002646,1,0
2,389780.7916316,704.4744975395,1,0
3,385978.07428584,701.02963388252,1,0
4,391002.08968577,705.57729743949,0,0
5,387361.81517601,702.28511389783,0,0
6,387361.97222645,702.28525626366,0,0
7,383721.75863197,698.97762286467,1,0
8,391077.07474491,705.64495081065,1,0
9,387361.59581979,702.28491505191,0,0
10,388015.82429082,702.87772156335,0,0
11,384270.76436001,699.47747145192,1,0
12,388528.65502524,703.34205607294,0,0
13,384949.1148784,700.09459059043,0,0
14,385608.28000039,700.69373543212,0,0
15,382002.23976291,697.40974888765,1,0
