var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396323.16507216,710.36210925448,1,0
1,392607.87443057,707.02466102635,1,0
2,392607.91347349,707.02469618141,1,0
3,388878.38867585,703.65854116538,1,0
4,393823.58561367,708.11846667964,0,0
5,390173.49362338,704.82928528032,0,0
6,390173.52391678,704.82931264208,0,0
7,386523.41928303,701.52469835168,1,0
8,393829.5417854,708.12382143669,1,0
9,390173.53042261,704.82931851832,0,0
10,390230.51020622,704.88078222969,0,0
11,386558.53679426,701.55656607391,1,0
12,391330.78165823,705.87380336671,0,0
13,387739.46009488,702.62736471551,0,0
14,387795.63759805,702.67826283842,0,0
15,384202.39967123,699.41524750577,1,0
