var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394213.69604351,708.46910086383,1,0
1,385551.49504778,700.64214120091,1,0
2,386951.82140357,701.91335713058,1,0
3,382884.22144244,698.21438813279,1,0
4,389552.49366783,704.26815893385,0,0
5,386386.70153519,701.40061872968,0,0
6,388164.86027028,703.01269545629,0,0
7,378927.11758038,694.5969987524,1,0
8,414098.02133084,726.11705403124,1,0
9,381104.22178825,696.58952464584,0,0
10,370845.66941233,687.15018103,0,0
11,373238.99131744,689.36394116782,0,0
12,384659.13375547,699.83085123552,0,0
13,404930.91404827,718.03485476126,0,0
14,378183.56689413,693.91517676053,0,0
15,363966.82701188,680.74735190326,1,0
