var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394093.29441025,708.36090148884,1,0
1,385940.97768465,700.99594486833,1,0
2,387005.58625326,701.96211895733,1,0
3,382523.16236845,697.88510308263,1,0
4,389947.42632265,704.62506594763,0,0
5,386159.0746444,701.19398485411,0,0
6,387551.91195901,702.45741503947,0,0
7,379206.30526461,694.85283584067,1,0
8,409945.82909129,722.46746694801,1,0
9,381693.59562444,697.12795089653,0,0
10,372695.49474438,688.86184540384,0,0
11,375224.49952115,691.19510338528,0,0
12,385245.59712255,700.36414006683,0,0
13,400305.33561367,713.92197281762,0,0
14,379101.27823611,694.75660407791,0,0
15,366981.89351259,683.56115967923,1,0
