var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394119.62318817,708.38456335475,1,0
1,385823.89302034,700.88960464339,1,0
2,387009.60281045,701.96576162268,1,0
3,382595.27960335,697.95088625203,1,0
4,389808.81179399,704.49981835507,0,0
5,386252.61500301,701.27890577088,0,0
6,387754.25303986,702.64076782492,0,0
7,379118.78424729,694.77264501099,1,0
8,411608.65706564,723.93122541531,1,0
9,381485.06339064,696.9374924875,0,0
10,372063.49295767,688.27752570166,0,0
11,374295.90344515,690.33929751879,0,0
12,385070.76103698,700.20519883356,0,0
13,402222.70579169,715.6296911143,0,0
14,378225.88658064,693.95400109588,0,0
15,366188.35254793,682.82171266403,1,0
