var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,391023.6909617,705.59678730897,1,0
1,387146.09058255,702.08953283703,1,0
2,387148.55873873,702.0917708344,1,0
3,383269.65038637,698.56572716441,1,0
4,388374.32624627,703.20235376215,0,0
5,384743.30475041,699.90741543458,0,0
6,384745.40800814,699.90932850708,0,0
7,381115.4973845,696.59982944396,1,0
8,388636.48414651,703.43964925371,1,0
9,384744.66832625,699.90865571087,0,0
10,386116.4756354,701.15530779761,0,0
11,382377.53389628,697.75224627016,1,0
12,385920.52138067,700.97736692898,0,0
13,382414.21322625,697.78571119538,0,0
14,383866.71521103,699.10963497457,0,0
15,380145.68420058,695.71295653062,1,0
