var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,392791.34610365,707.18984345713,1,0
1,386761.22871787,701.74047252096,1,0
2,387206.98912674,702.14475042829,1,0
3,382074.25942442,697.47548783063,1,0
4,390016.4478034,704.68742321715,0,0
5,385047.98149288,700.1844875868,0,0
6,385715.66793858,700.79129663784,0,0
7,379922.01269529,695.50825335076,1,0
8,394496.35667392,708.72304997875,1,0
9,384137.59317846,699.35625703514,0,0
10,381195.39346317,696.67284232141,0,0
11,381340.76511478,696.80567030106,1,0
12,387262.79626161,702.19534775232,0,0
13,387510.77582474,702.4201333896,0,0
14,383336.53870696,698.62668144267,0,0
15,375098.6948254,691.07922225332,1,0
