# Step gr0 gr1 gr2 gr3
500 67050 61050 57325 62150
600 67050 61025 57300 62150
700 67050 61000 57300 62150
800 67050 60975 57325 62150
900 67050 60950 57300 62150
1000 67050 60950 57300 62150
1100 67050 60925 57300 62150
1200 67050 60900 57325 62150
1300 67050 60850 57300 62150
1400 67050 60825 57275 62150
1500 67050 60800 57275 62150
1600 67050 60800 57300 62150
1700 67050 60800 57300 62150
1800 67050 60800 57300 62125
1900 67050 60775 57275 62125
2000 67050 60775 57300 62125
2100 67050 60775 57300 62125
2200 67050 60750 57300 62125
2300 67050 60700 57300 62125
2400 67050 60700 57325 62125
2500 67050 60700 57325 62125
2600 67050 60675 57300 62125
2700 67050 60675 57300 62100
2800 67050 60675 57300 62100
2900 67050 60675 57325 62100
3000 67050 60625 57325 62100
3100 67050 60625 57350 62100
3200 67050 60625 57325 62100
3300 67050 60600 57325 62100
3400 67050 60600 57350 62100
3500 67050 60625 57350 62100
3600 67050 60625 57350 62100
3700 67050 60625 57350 62100
3800 67050 60625 57300 62100
3900 67050 60600 57300 62100
4000 67050 60575 57325 62100
4100 67050 60575 57325 62100
4200 67050 60575 57325 62075
4300 67050 60550 57350 62075
4400 67050 60525 57300 62050
4500 67050 60500 57300 62025
4600 67025 60500 57300 62025
4700 67025 60500 57325 62025
4800 67025 60425 57325 62025
4900 67025 60400 57325 62025
5000 67025 60400 57325 62025
5100 67000 60375 57275 62000
5200 67000 60325 57300 61925
5300 66950 60300 57275 61850
5400 66475 59875 57075 61300
5500 66475 59775 56950 61075
5600 66150 59500 56900 61000
5700 66100 59400 56850 60775
5800 66100 59375 56875 60775
5900 66100 59375 56875 60775
6000 66100 59375 56875 60775
6100 66100 59350 56900 60750
6200 66100 59350 56900 60750
6300 66100 59350 56900 60750
6400 66100 59350 56900 60700
6500 66100 59350 56900 60675
6600 66025 59350 56900 60675
6700 66025 59350 56900 60675
6800 66000 59325 56900 60675
6900 65875 59325 56900 60575
7000 65875 59325 56900 60575
7100 65725 59225 56925 60400
7200 65725 59200 56925 60375
7300 65700 59200 56925 60375
7400 65475 59075 56925 60300
7500 65475 59075 56900 60275
7600 65375 59075 56925 60150
7700 65375 59050 56925 60150
7800 65375 59050 56925 60150
7900 65375 59025 56925 60150
8000 65350 58975 56950 60150
8100 65350 58975 56950 60150
8200 65350 59000 56950 60125
8300 65300 58975 56900 60125
8400 65300 58875 56875 60075
8500 65225 58850 56850 60075
8600 65225 58775 56825 59925
8700 65225 58775 56800 59925
