# Step gr0 gr1 gr2 gr3
500 62600 57875 54150 57950
600 62550 57850 54150 57900
700 62525 57825 54200 57875
800 62525 57825 54275 57875
900 62500 57875 54350 57825
1000 62500 57875 54400 57775
1100 62500 57900 54400 57775
1200 62525 57875 54375 57800
1300 62550 57850 54400 57800
1400 62525 57850 54475 57800
1500 62525 57825 54500 57900
1600 62525 57875 54550 57950
1700 62475 57850 54575 57950
1800 62475 57825 54600 57975
1900 62475 57800 54575 57975
2000 62475 57775 54575 57975
2100 62475 57750 54650 57975
2200 62475 57750 54675 57950
2300 62500 57675 54650 57975
2400 62500 57675 54650 57975
2500 62475 57675 54675 57950
2600 62475 57600 54700 57925
2700 62475 57550 54700 57950
2800 62475 57525 54725 57975
2900 62475 57550 54775 57925
3000 62475 57500 54825 57875
3100 62500 57500 54825 57900
3200 62500 57500 54825 57900
3300 62500 57525 54850 57900
3400 62475 57500 54900 57825
3500 62500 57500 54925 57800
3600 62500 57475 54925 57850
3700 62500 57425 54925 57825
3800 62475 57450 54925 57825
3900 62500 57425 55025 57825
4000 62500 57425 55000 57825
4100 62525 57425 55075 57875
4200 62550 57350 55100 57875
4300 62550 57325 55100 57900
4400 62550 57350 55100 57900
4500 62525 57325 55100 57875
4600 62525 57300 55125 57925
4700 62525 57300 55100 57900
4800 62525 57225 55150 57900
4900 62525 57250 55150 57900
5000 62550 57250 55175 57925
5100 62550 57250 55150 57925
5200 62550 57250 55150 57925
5300 62550 57300 55125 57925
5400 62550 57250 55150 57925
5500 62575 57250 55200 57925
5600 62575 57200 55200 57950
5700 62600 57200 55200 57950
5800 62600 57200 55200 57950
5900 62600 57175 55250 57875
6000 62625 57150 55275 57875
6100 62625 57150 55300 57875
6200 62625 57125 55325 57875
6300 62600 57075 55375 57850
6400 62600 57100 55375 57850
6500 62575 57125 55375 57900
6600 62600 57100 55350 57925
6700 62600 57075 55375 57975
6800 62600 57050 55375 57925
6900 62600 57050 55375 57900
7000 62600 57075 55400 57850
7100 62575 57075 55450 57875
7200 62575 57125 55475 57900
7300 62600 57125 55450 57875
7400 62650 57125 55450 57875
7500 62650 57100 55450 57825
7600 62650 57075 55450 57850
7700 62650 57000 55450 57850
7800 62650 57000 55425 57875
7900 62625 57025 55425 57850
8000 62625 57050 55400 57825
8100 62625 57025 55425 57800
8200 62600 57075 55475 57775
8300 62600 57050 55450 57775
8400 62575 57075 55450 57750
8500 62575 57050 55425 57775
8600 62575 57050 55400 57775
8700 62600 57000 55350 57750
8800 62600 57000 55325 57775
8900 62625 56975 55325 57775
9000 62625 56975 55300 57800
9100 62625 56950 55325 57825
9200 62575 57025 55350 57850
9300 62575 57025 55350 57850
9400 62600 57025 55350 57825
9500 62600 57000 55375 57825
9600 62600 57025 55425 57825
9700 62625 57025 55400 57800
9800 62625 57025 55400 57800
9900 62625 57000 55425 57800
10000 62625 56950 55425 57775
10100 62625 57000 55475 57750
10200 62650 57000 55475 57775
10300 62650 56975 55500 57775
10400 62675 57000 55500 57775
10500 62675 57000 55525 57775
10600 62650 56975 55525 57775
10700 62675 56975 55525 57775
10800 62675 56925 55525 57725
10900 62700 56925 55550 57725
11000 62725 56925 55600 57775
11100 62750 56875 55600 57775
11200 62750 56850 55625 57775
11300 62775 56850 55625 57750
11400 62800 56825 55650 57775
11500 62800 56800 55650 57775
11600 62800 56750 55650 57775
11700 62775 56700 55650 57800
11800 62775 56675 55625 57800
11900 62775 56650 55625 57825
12000 62775 56650 55625 57850
12100 62775 56600 55650 57875
12200 62775 56550 55650 57850
12300 62750 56600 55625 57850
12400 62750 56600 55650 57850
12500 62725 56600 55650 57850
12600 62725 56625 55675 57900
12700 62750 56625 55725 57925
12800 62750 56625 55700 57950
12900 62750 56600 55725 57975
13000 62750 56625 55725 57950
13100 62750 56600 55725 57950
13200 62775 56625 55700 57925
13300 62775 56575 55700 57925
13400 62775 56575 55725 57925
13500 62775 56550 55725 57900
13600 62775 56500 55725 57875
13700 62775 56500 55725 57850
13800 62775 56450 55725 57850
13900 62750 56475 55725 57825
14000 62750 56475 55725 57825
14100 62725 56475 55725 57825
14200 62725 56500 55725 57825
14300 62725 56525 55725 57825
14400 62725 56550 55725 57825
14500 62700 56600 55775 57800
14600 62700 56600 55775 57800
14700 62675 56600 55800 57800
14800 62700 56600 55850 57800
14900 62725 56575 55825 57850
15000 62725 56625 55800 57850
15100 62725 56625 55800 57850
15200 62725 56625 55800 57825
15300 62725 56625 55750 57825
15400 62725 56650 55725 57825
15500 62725 56625 55725 57800
15600 62725 56575 55700 57800
15700 62725 56575 55675 57800
15800 62725 56575 55675 57825
15900 62725 56550 55675 57850
16000 62725 56550 55650 57825
16100 62725 56550 55675 57825
16200 62750 56550 55700 57800
16300 62775 56550 55675 57800
16400 62750 56550 55700 57800
16500 62750 56525 55700 57800
