# Step gr0 gr1 gr2 gr3
500 65275 60700 58475 62150
600 65275 60725 58475 62150
700 65275 60700 58475 62150
800 65250 60700 58475 62150
900 65200 60700 58475 62150
1000 65200 60650 58475 62150
1100 65150 60650 58475 62150
1200 65150 60650 58475 62150
1300 65125 60650 58475 62150
1400 65075 60675 58475 62150
1500 65050 60700 58475 62150
1600 65050 60700 58475 62150
1700 65050 60700 58475 62150
1800 65000 60725 58475 62150
1900 64975 60725 58475 62150
2000 64975 60725 58475 62150
2100 64975 60725 58475 62150
2200 64950 60750 58475 62150
2300 64950 60750 58475 62150
2400 64925 60750 58475 62150
2500 64900 60750 58475 62150
2600 64900 60775 58475 62150
2700 64900 60775 58450 62150
2800 64900 60775 58450 62150
2900 64900 60800 58450 62150
3000 64875 60775 58450 62150
3100 64875 60750 58450 62150
3200 64875 60750 58450 62150
3300 64850 60750 58450 62150
3400 64850 60750 58450 62150
3500 64825 60750 58450 62150
3600 64825 60750 58450 62150
3700 64850 60750 58450 62125
3800 64850 60750 58450 62100
3900 64850 60750 58450 62100
4000 64850 60750 58450 62100
4100 64850 60750 58450 62100
4200 64850 60725 58450 62100
4300 64825 60725 58450 62075
4400 64825 60725 58400 62050
4500 64800 60700 58400 62025
4600 64800 60675 58400 62025
4700 64800 60675 58400 62025
4800 64800 60675 58400 62025
4900 64800 60650 58400 62025
5000 64800 60650 58400 62025
5100 64800 60650 58375 62000
5200 64800 60600 58375 61950
5300 64800 60600 58325 61925
5400 64550 60300 58025 61375
5500 64550 60150 57875 61100
5600 64475 59875 57575 61025
5700 64475 59750 57475 60825
5800 64450 59750 57475 60825
5900 64450 59750 57450 60825
6000 64450 59750 57450 60825
6100 64450 59750 57450 60800
6200 64450 59775 57450 60800
6300 64450 59725 57450 60775
6400 64425 59725 57450 60775
6500 64425 59725 57425 60725
6600 64425 59750 57425 60725
6700 64425 59750 57425 60725
6800 64400 59750 57400 60725
6900 64275 59750 57400 60625
7000 64250 59750 57400 60625
7100 64100 59750 57400 60500
7200 64100 59750 57400 60450
7300 64100 59750 57400 60450
7400 64050 59750 57400 60400
7500 64025 59725 57400 60375
7600 63950 59725 57400 60300
7700 63950 59700 57400 60300
7800 63950 59700 57400 60300
7900 63950 59700 57375 60300
8000 63950 59725 57350 60300
8100 63950 59725 57350 60300
8200 63950 59725 57350 60275
8300 63900 59725 57275 60275
8400 63900 59675 57200 60225
8500 63850 59675 57200 60225
8600 63850 59600 57125 60075
8700 63850 59600 57125 60050
8800 63850 59600 57100 60050
8900 63850 59600 57075 60025
9000 63850 59600 57050 60025
9100 63825 59600 57050 60000
9200 63825 59600 57050 59975
9300 63825 59575 57050 59975
9400 63825 59425 56900 59750
9500 63825 59325 56800 59525
9600 63800 59325 56800 59525
9700 63800 59325 56800 59525
9800 63775 59325 56800 59525
9900 63775 59325 56800 59525
10000 63775 59325 56800 59525
10100 63775 59325 56800 59525
10200 63775 59325 56800 59525
10300 63775 59325 56800 59525
10400 63775 59325 56800 59525
10500 63775 59325 56800 59525
10600 63775 59325 56800 59525
10700 63800 59325 56775 59525
10800 63800 59325 56775 59525
10900 63750 59300 56725 59525
11000 63725 59300 56725 59525
11100 63700 59300 56675 59525
11200 63675 59300 56675 59525
11300 63675 59300 56675 59525
11400 63650 59300 56650 59525
11500 63650 59300 56650 59525
11600 63650 59250 56650 59475
11700 63575 59250 56550 59450
11800 63525 59275 56525 59450
11900 63500 59275 56500 59450
12000 63375 59275 56400 59450
12100 62575 59250 55600 59450
12200 62525 59250 55525 59450
12300 62475 59250 55450 59450
12400 62475 59250 55450 59450
12500 62475 59250 55400 59425
12600 62475 59250 55400 59400
12700 62475 59250 55375 59400
12800 62475 59225 55375 59400
12900 62475 59250 55375 59400
13000 62475 59250 55375 59400
13100 62450 59250 55375 59400
13200 62400 59250 55300 59400
13300 62400 59225 55300 59400
13400 62400 59225 55300 59400
13500 62400 59250 55300 59375
13600 62400 59225 55225 59275
13700 62400 59225 55200 59250
13800 62400 59225 55200 59250
13900 62375 59225 55200 59250
14000 62350 59225 55200 59250
14100 62350 59225 55200 59225
14200 62350 59225 55150 59225
14300 62350 59225 55150 59225
14400 62350 59225 55150 59200
14500 62350 59200 55150 59200
14600 62350 59200 55150 59175
14700 62350 59175 55125 59175
14800 62350 59175 55125 59175
14900 62325 59175 55125 59175
15000 62325 59175 55075 59150
15100 62325 59050 55000 59000
15200 62325 59025 55000 58975
15300 62325 58975 54975 58950
15400 62325 58850 54775 58950
15500 62325 58850 54775 58950
15600 62325 58800 54775 58900
15700 62325 58800 54750 58900
15800 62300 58800 54750 58825
15900 62225 58800 54750 58775
16000 62225 58800 54750 58775
16100 62225 58800 54750 58775
16200 62225 58800 54750 58775
16300 62225 58800 54750 58775
16400 62200 58800 54725 58775
16500 62200 58800 54725 58775
16600 62200 58800 54725 58775
16700 62200 58800 54725 58775
16800 62200 58800 54725 58775
16900 62175 58800 54700 58775
17000 62125 58800 54650 58775
17100 62125 58800 54650 58775
