# Step gr0 gr1 gr2 gr3
500 67050 60900 57200 62050
600 66100 59875 56650 60800
700 65875 59850 56675 60650
800 65350 59600 56625 60200
900 65225 59350 56425 59950
1000 65200 59100 56250 59525
1100 65150 59100 56100 59525
1200 64875 58975 55725 59400
1300 63800 58925 54850 59400
1400 63650 58800 54675 59200
1500 63450 58650 54625 59125
1600 63100 58275 54625 58725
1700 63025 58250 54575 58700
1800 62950 58200 54575 58675
1900 62825 58125 54625 58650
2000 62825 58125 54625 58650
2100 62825 58100 54600 58625
2200 62800 58075 54625 58600
2300 62800 58075 54625 58600
2400 62800 58075 54650 58600
2500 62800 58025 54700 58600
2600 62800 58000 54700 58600
2700 62800 57850 54625 58400
2800 62800 57825 54650 58400
2900 62800 57850 54650 58325
3000 62800 57850 54650 58300
3100 62800 57825 54625 58300
3200 62800 57775 54625 58275
3300 62800 57775 54650 58275
3400 62750 57775 54700 58275
3500 62750 57750 54700 58275
3600 62750 57700 54675 58250
3700 62750 57700 54650 58250
3800 62725 57675 54650 58250
3900 62725 57675 54675 58250
4000 62725 57700 54725 58250
4100 62725 57675 54725 58250
4200 62700 57575 54725 58075
4300 62700 57575 54675 58025
4400 62650 57525 54675 57975
4500 62600 57525 54675 57975
4600 62600 57525 54675 57975
4700 62600 57525 54700 57950
4800 62600 57500 54700 57950
4900 62600 57500 54675 57950
5000 62600 57500 54650 57925
5100 62575 57475 54650 57900
5200 62550 57450 54650 57900
5300 62550 57425 54650 57850
5400 62550 57425 54675 57850
5500 62550 57425 54725 57850
5600 62550 57425 54750 57850
5700 62550 57425 54750 57850
5800 62550 57450 54750 57825
5900 62550 57450 54750 57825
6000 62550 57400 54775 57825
6100 62550 57375 54775 57825
6200 62550 57325 54775 57825
6300 62550 57325 54800 57825
6400 62550 57325 54800 57800
6500 62550 57325 54800 57800
6600 62550 57300 54825 57800
6700 62550 57300 54825 57800
6800 62550 57275 54850 57825
6900 62550 57250 54825 57825
7000 62525 57225 54875 57825
7100 62525 57225 54900 57850
7200 62525 57200 54900 57850
7300 62525 57200 54900 57850
7400 62525 57225 54925 57850
7500 62525 57225 54950 57825
7600 62525 57250 54950 57825
7700 62525 57275 54975 57825
7800 62525 57300 54975 57850
7900 62525 57275 55000 57850
8000 62500 57275 55000 57850
8100 62475 57300 55000 57825
8200 62475 57300 55000 57825
8300 62475 57275 55000 57825
8400 62475 57275 55025 57825
8500 62475 57250 55025 57825
8600 62475 57250 55025 57825
8700 62475 57225 55025 57825
8800 62475 57225 55025 57825
8900 62475 57225 55075 57825
9000 62475 57225 55100 57825
9100 62475 57225 55100 57825
9200 62475 57225 55100 57825
9300 62475 57150 55100 57825
9400 62475 57150 55100 57825
9500 62475 57150 55100 57825
9600 62475 57150 55075 57825
9700 62500 57150 55075 57825
9800 62500 57125 55075 57850
9900 62500 57100 55100 57850
10000 62500 57100 55100 57850
10100 62500 57075 55100 57850
10200 62500 57075 55125 57850
10300 62500 57075 55125 57850
10400 62500 57075 55125 57850
10500 62500 57100 55125 57850
10600 62500 57100 55125 57875
10700 62500 57100 55125 57875
10800 62500 57100 55150 57875
10900 62500 57100 55125 57875
11000 62500 57075 55125 57875
11100 62500 57075 55125 57875
11200 62525 57050 55125 57875
11300 62525 57050 55125 57875
11400 62525 57050 55100 57875
11500 62525 57050 55125 57875
11600 62525 57050 55125 57875
11700 62525 57050 55125 57875
11800 62525 57050 55150 57875
11900 62525 57050 55150 57875
12000 62525 57025 55150 57875
12100 62525 57000 55175 57875
12200 62525 57000 55175 57875
12300 62525 57000 55175 57875
12400 62525 57000 55175 57875
12500 62525 57000 55175 57875
12600 62525 57000 55175 57875
12700 62525 57000 55175 57875
12800 62525 57000 55175 57875
12900 62525 57000 55175 57875
13000 62550 56975 55200 57875
13100 62550 56975 55225 57875
13200 62550 56975 55225 57875
13300 62525 56950 55225 57875
13400 62525 56950 55225 57875
13500 62525 56925 55225 57875
13600 62525 56950 55250 57850
13700 62525 56950 55275 57850
13800 62525 56950 55275 57850
13900 62525 56950 55275 57850
14000 62525 56950 55300 57850
14100 62525 56950 55300 57850
14200 62525 56950 55300 57850
14300 62525 56975 55325 57850
14400 62525 56975 55375 57875
14500 62525 57000 55375 57825
14600 62525 57000 55350 57850
14700 62525 56975 55350 57850
14800 62525 56975 55350 57850
14900 62525 56975 55350 57850
15000 62525 56975 55350 57875
15100 62525 56975 55350 57875
15200 62525 56975 55350 57875
15300 62525 56975 55350 57875
15400 62550 56975 55350 57875
15500 62550 56925 55350 57875
15600 62550 56900 55375 57875
15700 62550 56900 55375 57875
15800 62550 56875 55375 57875
15900 62550 56900 55375 57875
16000 62550 56900 55400 57900
16100 62550 56925 55400 57900
16200 62550 56925 55400 57925
16300 62550 56925 55400 57925
16400 62550 56925 55400 57925
16500 62550 56925 55400 57925
16600 62550 56925 55400 57925
16700 62550 56925 55400 57925
16800 62525 56925 55450 57925
16900 62525 56950 55450 57925
17000 62525 56950 55475 57925
17100 62525 56950 55475 57925
17200 62525 56975 55475 57925
17300 62525 56975 55450 57950
17400 62525 56975 55450 57950
17500 62525 56975 55450 57950
17600 62500 56975 55450 57950
17700 62500 57000 55450 57950
17800 62500 57000 55450 57950
17900 62500 57000 55450 57950
18000 62500 57000 55450 57950
18100 62500 56975 55450 57950
18200 62500 56975 55450 57950
